id;nombre;apellido;equipo;plan;categoria;fecha;distrito;vendedor;correo;promocion;monto_venta;descuento;total_con_descuento
ENT2024-00418;  José  ;Pérez;Huawei P60;Hogar Fibra 200Mbps;Prepago;2024-08-02;San Borja;Vendedor 42;josé.pérez@entel.pe;Descuento 50% en 3 meses;256.28;0;256.28
ENT2024-00419;Alvaro;Vega;Laptop HP 15;Postpago 50GB;Hogar;31/12/2024;  San Juan de Lurigancho  ;Vendedor 31;alvaro.vega@entel.pe;Instalación gratis;1434.48;0.1;1291.03
ENT2024-00420;Raúl;Carrasco;Oppo Reno10;Empresa 200GB;Hogar;18/05/2024;  Barranco  ;Vendedor 02;raúl.carrasco@entel.pe;Bonificación 50GB;1508.59;0.2;1206.87
ENT2024-00421;Beatriz;Cruz;Samsung Galaxy S24;Prepago 30GB;Postpago;2024-08-29;Lince;Vendedor 23;beatriz.cruz@entel.pe;Descuento 50% en 3 meses;2853.16;0.5;1426.58
ENT2024-00422;María;Ramírez;Motorola Moto G54;Prepago 10GB;Empresa;2024-09-30;El Agustino;Vendedor 04;;Descuento 50% en 3 meses;3983.31;0.1;3584.98
ENT2024-00423;Marisol;  Huaman  ;Samsung A54;Postpago Ilimitado;Prepago;2024-05-01;  Ate  ;Vendedor 21;marisol.huaman3@entel.pe;Bonificación 50GB;407.88;0;407.88
ENT2024-00424;Claudia;  Rodríguez  ;Router 5G Entel;Empresa 200GB;Prepago;2024-10-15;San Borja;Vendedor 32;claudia.rodríguez@entel.pe;2x1 accesorios;392.51;0.2;314.01
ENT2024-00425;Ana;Navarro;Samsung Galaxy S24;Postpago 100GB;Postpago;29/04/2024;  Villa El Salvador  ;Vendedor 15;ana.navarro@entel.pe;Sin promo;1078.85;0.1;970.96
ENT2024-00426;Gloria;Herrera;Samsung Galaxy S24;Empresa 200GB;Prepago;2024-03-07;  Carabayllo  ;Vendedor 46;gloria.herrera@entel.pe;Descuento 20%;485.66;0.1;437.09
ENT2024-00427;  Fernando  ;González;Samsung Galaxy S24;Postpago Ilimitado;Prepago;2024-02-26;Lince;Vendedor 24;fernando.gonzález@entel.pe;Mes gratis;336.39;0.1;302.75
ENT2024-00428;Héctor;  Fajardo  ;Router 4G Entel;Hogar Fibra 200Mbps;Postpago;2024-06-21;Comas;Vendedor 21;héctor.fajardo@entel.pe;Descuento 20%;1580.39;0.2;1264.31
ENT2024-00429;  María  ;Hidalgo;iPhone 14;Hogar Fibra 500Mbps;Empresa;2024-03-30;Los Olivos;Vendedor 36;maría.hidalgo@entel.pe;Bonificación 50GB;7983.95;0.5;3991.98
ENT2024-00430;Sofía;  Ponce  ;Infinix Note 40;Postpago Ilimitado;Hogar;06/06/2024;El Agustino;Vendedor 45;sofía.ponce@entel.pe;2x1 accesorios;1347.72;0.2;1078.18
ENT2024-00431;Andrés;  Sánchez  ;Router 5G Entel;Postpago 50GB;Hogar;2024-10-17;  Miraflores  ;Vendedor 12;andrés.sánchez@entel.pe;Bonificación 50GB;1141.38;0.5;570.69
ENT2024-00432;  Camila  ;Cruz;Router 4G Entel;Postpago 100GB;Hogar;2024-03-13;Carabayllo;Vendedor 48;camila.cruz@entel.pe;Mes gratis;821.5;0.2;657.2
ENT2024-00433;Natalia;Benítez;Samsung A54;Postpago Ilimitado;Postpago;2024-12-28;  Surquillo  ;Vendedor 41;natalia.benítez@entel.pe;Bonificación 50GB;2178.64;0.1;1960.78
ENT2024-00434;Martín;  García  ;Huawei P60;Prepago 10GB;Prepago;2024-12-20;San Isidro;Vendedor 23;martín.garcía@entel.pe;2x1 accesorios;486.03;0.5;243.02
ENT2024-00435;Pedro;Hidalgo;Samsung Galaxy S24;Postpago 50GB;Hogar;2024-08-12;El Agustino;Vendedor 27;pedro.hidalgo@entel.pe;Descuento 20%;875.36;0.1;787.82
ENT2024-00436;Gonzalo;Navarro;iPhone 14;Empresa 200GB;Hogar;2024-02-21;Magdalena del Mar;Vendedor 37;gonzalo.navarro@entel.pe;Descuento 50% en 3 meses;1795.46;0.5;897.73
ENT2024-00437;María;Soto;iPhone 15;Postpago 50GB;Empresa;11/01/2024;Carabayllo;Vendedor 17;maría.soto2@entel.pe;Mes gratis;5086.23;0;5086.23
ENT2024-00438;Diego;Medina;Xiaomi Redmi Note 13;Hogar Fibra 200Mbps;Prepago;08/02/2024;Cercado de Lima;Vendedor 06;diego.medina@entel.pe;Bonificación 50GB;285.42;0.5;142.71
ENT2024-00439;Beatriz;Luna;Xiaomi 13T;Postpago 50GB;Hogar;2024-11-30;Barranco;Vendedor 39;;Roaming gratis 1 mes;1861.24;0.2;1488.99
ENT2024-00440;María;  González  ;iPhone 15;Empresa 200GB;Prepago;2024-04-07;Chorrillos;Vendedor 45;maría.gonzález@entel.pe;2x1 accesorios;328.76;0.5;164.38
ENT2024-00441;  Bruno  ;Mendoza;Huawei P60;Prepago 10GB;Postpago;2024-01-26;  Callao  ;Vendedor 37;bruno.mendoza@entel.pe;Instalación gratis;2846.18;0.5;1423.09
ENT2024-00442;Daniel;González;Samsung A54;Postpago 50GB;Hogar;2024-02-14;  Comas  ;Vendedor 43;daniel.gonzález@entel.pe;Instalación gratis;1801.76;0.5;900.88
ENT2024-00443;  Carmen  ;Ramírez;Samsung Galaxy S24;Prepago 10GB;Prepago;2024-11-22;Comas;Vendedor 06;carmen.ramírez@entel.pe;Instalación gratis;189.16;0.2;151.33
ENT2024-00444;Jorge;  Castillo  ;Laptop HP 15;Hogar Fibra 200Mbps;Hogar;2024-09-07;Surquillo;Vendedor 17;jorge.castillo@entel.pe;Mes gratis;1117.64;0.5;558.82
ENT2024-00445;Raquel;Vega;iPhone 14;Postpago Ilimitado;Empresa;14/07/2024;San Juan de Lurigancho;Vendedor 12;raquel.vega@entel.pe;Instalación gratis;7457.57;0.1;6711.81
ENT2024-00446;Carlos;  Morales  ;Xiaomi 13T;Hogar Fibra 500Mbps;Empresa;2024-04-25;San Martín de Porres;Vendedor 37;carlos.morales@entel.pe;Sin promo;7260.82;0;7260.82
ENT2024-00447;Daniel;  Salgado  ;Router 5G Entel;Postpago 100GB;Postpago;2024-12-08;San Juan de Lurigancho;Vendedor 35;daniel.salgado@entel.pe;Roaming gratis 1 mes;2633.47;0.5;1316.74
ENT2024-00448;Nahuel;Olivares;Motorola Moto G54;Postpago 50GB;Hogar;2024-09-24;Chorrillos;Vendedor 35;nahuel.olivares@entel.pe;Instalación gratis;1602.12;0.1;1441.91
ENT2024-00449;Marisol;Gutiérrez;Xiaomi 13T;Prepago 30GB;Postpago;21/07/2024;Los Olivos;Vendedor 03;marisol.gutiérrez@entel.pe;Descuento 20%;2159.13;0.2;1727.3
ENT2024-00450;Jorge;Salgado;Xiaomi 13T;Postpago Ilimitado;Prepago;2024-04-18;  San Borja  ;Vendedor 09;jorge.salgado@entel.pe;;257.93;0.1;232.14
ENT2024-00451;Iván;Pérez;Router 4G Entel;Hogar Fibra 200Mbps;Prepago;2024-11-17;Santiago de Surco;Vendedor 39;iván.pérez@entel.pe;2x1 accesorios;101.71;0;101.71
ENT2024-00452;  Fernando  ;Hidalgo;Laptop HP 15;Postpago 100GB;Postpago;17/07/2024;  Cercado de Lima  ;Vendedor 26;fernando.hidalgo@entel.pe;Bonificación 50GB;1458.44;0;1458.44
ENT2024-00453;Verónica;Reyes;Xiaomi 13T;Postpago 50GB;Hogar;2024-02-27;Chorrillos;Vendedor 10;verónica.reyes@entel.pe;Descuento 20%;1066.16;0.2;852.93
ENT2024-00454;Marisol;  Olivares  ;Infinix Note 40;Postpago 100GB;Postpago;2024-10-15;La Molina;Vendedor 19;marisol.olivares@entel.pe;Bonificación 50GB;2643.01;0;2643.01
ENT2024-00455;Gonzalo;  Morales  ;iPhone 14;Hogar Fibra 500Mbps;Hogar;20/01/2024;Barranco;Vendedor 18;gonzalo.morales@entel.pe;Roaming gratis 1 mes;1086.78;0.5;543.39
ENT2024-00456;Daniel;  Luna  ;Infinix Note 40;Hogar Fibra 200Mbps;Postpago;2024-07-21;Carabayllo;Vendedor 45;daniel.luna@entel.pe;Descuento 50% en 3 meses;1004.5;0.5;502.25
ENT2024-00457;José;Cruzado;Xiaomi 13T;Prepago 30GB;Empresa;2024-01-11;  Carabayllo  ;Vendedor 20;;2x1 accesorios;3238.82;0;3238.82
ENT2024-00458;Verónica;  Navarro  ;Tablet Samsung Tab A8;Postpago 100GB;Prepago;2024-03-09;  Comas  ;Vendedor 48;verónica.navarro@entel.pe;Instalación gratis;130.44;0.2;104.35
ENT2024-00459;Marco;Salazar;Huawei P60;Hogar Fibra 200Mbps;Postpago;2024-04-06;Pueblo Libre;Vendedor 14;marco.salazar@entel.pe;Roaming gratis 1 mes;2606.57;0.1;2345.91
ENT2024-00460;  Renzo  ;Navarro;Laptop HP 15;Empresa 200GB;Postpago;2024-09-20;  Barranco  ;Vendedor 05;renzo.navarro@entel.pe;2x1 accesorios;2070.52;0.1;1863.47
ENT2024-00461;  Felipe  ;Paredes;;Postpago Ilimitado;Postpago;2024-03-29;San Borja;Vendedor 13;felipe.paredes@entel.pe;Sin promo;2798.99;0.5;1399.5
ENT2024-00462;Natalia;López;Xiaomi 13T;Postpago 50GB;Empresa;2024-12-26;  San Borja  ;Vendedor 18;natalia.lópez@entel.pe;Bonificación 50GB;7699.58;0.2;6159.66
ENT2024-00463;Pablo;Paredes;iPhone 14;Postpago 100GB;Postpago;2024-05-03;San Juan de Lurigancho;Vendedor 32;pablo.paredes@entel.pe;Instalación gratis;1032.69;0;1032.69
ENT2024-00464;  Ana  ;Herrera;Infinix Note 40;Empresa 200GB;Empresa;2024-03-24;San Martín de Porres;Vendedor 48;ana.herrera@entel.pe;Mes gratis;7342.73;0;7342.73
ENT2024-00465;Rosa;Rodríguez;iPhone 14;Postpago 50GB;Prepago;2024-10-19;  San Borja  ;Vendedor 15;rosa.rodríguez@entel.pe;Descuento 50% en 3 meses;393.1;0;393.1
ENT2024-00466;Emilio;  Díaz  ;Huawei P60;Hogar Fibra 200Mbps;Postpago;2024-12-15;Lima;Vendedor 31;emilio.díaz@entel.pe;Descuento 20%;2533.56;0;2533.56
ENT2024-00467;Raquel;  Sánchez  ;Infinix Note 40;Postpago 50GB;Prepago;2024-05-09;  Villa El Salvador  ;Vendedor 20;raquel.sánchez2@entel.pe;2x1 accesorios;415.2;0.2;332.16
ENT2024-00468;Iván;  Huaman  ;Tablet Samsung Tab A8;Empresa 200GB;Hogar;2024-05-09;San Borja;Vendedor 30;iván.huaman@entel.pe;2x1 accesorios;1722.68;0.1;1550.41
ENT2024-00469;  Emilio  ;  Reyes  ;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Postpago;2024-01-04;  Lince  ;Vendedor 43;emilio.reyes@entel.pe;;2326.63;0.1;2093.97
ENT2024-00470;Sandra;  Tapia  ;Infinix Note 40;Prepago 30GB;Empresa;2024-12-16;La Molina;Vendedor 31;sandra.tapia2@entel.pe;Mes gratis;5483.18;0.5;2741.59
ENT2024-00471;Ricardo;  Suárez  ;Router 4G Entel;Empresa 200GB;Empresa;13/05/2024;Villa María del Triunfo;Vendedor 46;ricardo.suárez@entel.pe;2x1 accesorios;5900.88;0.1;5310.79
ENT2024-00472;  Carmen  ;Vargas;Oppo Reno10;Prepago 10GB;Postpago;2024-11-03;  Callao  ;Vendedor 43;carmen.vargas@entel.pe;Bonificación 50GB;2068.18;0.1;1861.36
ENT2024-00473;Emilio;Flores;Router 5G Entel;Postpago 50GB;Hogar;2024-05-31;San Martín de Porres;Vendedor 27;emilio.flores@entel.pe;Roaming gratis 1 mes;1462.83;0;1462.83
ENT2024-00474;  Óscar  ;Cruzado;Samsung Galaxy S24;Prepago 10GB;Empresa;2024-12-31;Jesús María;Vendedor 44;óscar.cruzado@entel.pe;;6898.37;0.2;5518.7
ENT2024-00475;Bruno;Benítez;Oppo Reno10;Prepago 30GB;Prepago;02/12/2024;Cercado de Lima;Vendedor 12;bruno.benítez@entel.pe;2x1 accesorios;442.09;0;442.09
ENT2024-00476;Pedro;Herrera;Xiaomi Redmi Note 13;Prepago 30GB;Prepago;14/12/2024;Carabayllo;Vendedor 42;pedro.herrera@entel.pe;Mes gratis;470.25;0.5;235.12
ENT2024-00477;  Sofía  ;Benítez;Motorola Moto G54;Prepago 30GB;Hogar;2024-06-18;  San Juan de Lurigancho  ;Vendedor 17;sofía.benítez@entel.pe;2x1 accesorios;1266.83;0.2;1013.46
ENT2024-00478;Pablo;  Torres  ;Xiaomi 13T;Postpago 50GB;Postpago;2024-08-29;San Borja;Vendedor 33;pablo.torres@entel.pe;Mes gratis;2451.44;0.5;1225.72
ENT2024-00479;Emilio;Huaman;Oppo Reno10;Prepago 30GB;Hogar;28/01/2024;Santiago de Surco;Vendedor 09;emilio.huaman@entel.pe;Descuento 50% en 3 meses;1012.68;0.5;506.34
ENT2024-00480;Ricardo;  Valdivia  ;Infinix Note 40;Hogar Fibra 500Mbps;Prepago;2024-06-10;  Los Olivos  ;Vendedor 12;ricardo.valdivia@entel.pe;Mes gratis;362.44;0;362.44
ENT2024-00481;Laura;Medina;Router 4G Entel;Postpago Ilimitado;Empresa;2024-11-20;  Miraflores  ;Vendedor 01;laura.medina@entel.pe;Instalación gratis;3071.06;0.2;2456.85
ENT2024-00482;Verónica;Díaz;Laptop HP 15;Postpago Ilimitado;Prepago;07/09/2024;San Isidro;Vendedor 09;verónica.díaz@entel.pe;Roaming gratis 1 mes;271.8;0;271.8
ENT2024-00483;  Alvaro  ;Peña;iPhone 14;Hogar Fibra 200Mbps;Hogar;2024-07-15;Lima;Vendedor 03;alvaro.pena@entel.pe;Descuento 50% en 3 meses;1194.53;0.2;955.62
ENT2024-00484;Adrián;Quispe;Samsung Galaxy S24;Empresa 200GB;Prepago;10/01/2024;Surquillo;Vendedor 01;adrián.quispe@entel.pe;Descuento 50% en 3 meses;198.24;0.1;178.42
ENT2024-00485;Sofía;  De la Cruz  ;Samsung A54;Prepago 30GB;Prepago;22/02/2024;Callao;Vendedor 33;sofía.delacruz@entel.pe;2x1 accesorios;291.95;0.1;262.76
ENT2024-00486;  María  ;  Martínez  ;Tablet Samsung Tab A8;Postpago 50GB;Empresa;2024-05-28;  Pueblo Libre  ;Vendedor 47;maría.martínez@entel.pe;Bonificación 50GB;3497.3;0.5;1748.65
ENT2024-00487;  Iván  ;Mejía;Xiaomi Redmi Note 13;Empresa 200GB;Hogar;2024-07-02;  San Borja  ;Vendedor 11;iván.mejía@entel.pe;Roaming gratis 1 mes;1917.3;0.2;1533.84
ENT2024-00488;Luis;Cruz;Motorola Moto G54;Postpago Ilimitado;Prepago;2024-01-12;Ate;Vendedor 33;luis.cruz@entel.pe;Descuento 20%;392.41;0.2;313.93
ENT2024-00489;Jorge;Quispe;Router 5G Entel;Postpago 50GB;Hogar;23/11/2024;  San Martín de Porres  ;Vendedor 50;jorge.quispe@entel.pe;Sin promo;1002.83;0;1002.83
ENT2024-00490;Beatriz;González;Router 4G Entel;Postpago 100GB;Postpago;2024-01-25;Los Olivos;Vendedor 08;beatriz.gonzález@entel.pe;Roaming gratis 1 mes;1584.63;0;1584.63
ENT2024-00491;Martín;Huaman;iPhone 15;Prepago 30GB;Hogar;2024-12-25;  Santiago de Surco  ;Vendedor 14;martín.huaman@entel.pe;Sin promo;1108.51;0;1108.51
ENT2024-00492;  Elena  ;  Valdivia  ;Router 4G Entel;Postpago 100GB;Empresa;2024-11-14;Villa El Salvador;Vendedor 45;elena.valdivia@entel.pe;Descuento 20%;3809.31;0;3809.31
ENT2024-00493;Gonzalo;Ramírez;Oppo Reno10;Postpago 100GB;Empresa;2024-02-28;La Molina;Vendedor 32;gonzalo.ramírez@entel.pe;Descuento 50% en 3 meses;5132.25;0.5;2566.12
ENT2024-00494;Beatriz;Rojas;Laptop HP 15;Prepago 30GB;Prepago;2024-07-02;  Los Olivos  ;Vendedor 27;beatriz.rojas@entel.pe;2x1 accesorios;391.66;0.2;313.33
ENT2024-00495;María;López;Oppo Reno10;Hogar Fibra 500Mbps;Prepago;2024-12-18;Magdalena del Mar;Vendedor 22;maría.lópez@entel.pe;Descuento 50% en 3 meses;244.57;0;244.57
ENT2024-00496;Juan;  García  ;Router 4G Entel;Postpago 100GB;Postpago;2024-10-20;  Surquillo  ;Vendedor 32;juan.garcía@entel.pe;Descuento 20%;2530.19;0.1;2277.17
ENT2024-00497;Miguel;  Molina  ;Oppo Reno10;;Postpago;11/05/2024;Villa María del Triunfo;Vendedor 15;miguel.molina2@entel.pe;Instalación gratis;1577.56;0.2;1262.05
ENT2024-00498;  Rosa  ;  Morales  ;Xiaomi 13T;Postpago 50GB;Postpago;2024-03-30;Miraflores;Vendedor 19;rosa.morales2@entel.pe;Bonificación 50GB;2995.77;0.5;1497.88
ENT2024-00499;  Emilio  ;Salazar;iPhone 14;Postpago 100GB;Postpago;2024-01-24;Lima;Vendedor 09;emilio.salazar3@entel.pe;Descuento 20%;2383.11;0.2;1906.49
ENT2024-00500;Ricardo;Benítez;Xiaomi 13T;Prepago 30GB;Postpago;09/07/2024;  Carabayllo  ;Vendedor 12;ricardo.benítez2@entel.pe;Mes gratis;2278.05;0;2278.05
ENT2024-00501;Esteban;Chávez;;Prepago 30GB;Hogar;2024-12-19;Magdalena del Mar;Vendedor 27;esteban.chávez@entel.pe;Descuento 20%;891.47;0.1;802.32
ENT2024-00502;Jorge;Flores;Router 5G Entel;Postpago 50GB;Prepago;2024-02-23;Chorrillos;Vendedor 38;jorge.flores@entel.pe;Instalación gratis;162.23;0.2;129.78
ENT2024-00503;Marisol;Mejía;Xiaomi 13T;;Hogar;2024-07-02;Villa El Salvador;Vendedor 02;marisol.mejía2@entel.pe;Descuento 20%;945.73;0;945.73
ENT2024-00504;Andrea;Navarro;iPhone 15;;Hogar;24/01/2024;  San Isidro  ;Vendedor 17;andrea.navarro@entel.pe;Bonificación 50GB;1924.52;0.1;1732.07
ENT2024-00505;Juan;Fajardo;Tablet Samsung Tab A8;Prepago 10GB;Empresa;2024-09-22;Lince;Vendedor 45;juan.fajardo@entel.pe;Mes gratis;7767.93;0.5;3883.96
ENT2024-00506;  Iván  ;Ponce;Router 5G Entel;Prepago 10GB;Hogar;2024-06-26;Surquillo;Vendedor 44;iván.ponce@entel.pe;Roaming gratis 1 mes;879.18;0.1;791.26
ENT2024-00507;Daniel;  Ortega  ;Infinix Note 40;Postpago 50GB;Postpago;2024-11-25;Barranco;Vendedor 33;;Instalación gratis;2540.68;0.5;1270.34
ENT2024-00508;Laura;Hernández;iPhone 15;Hogar Fibra 500Mbps;Empresa;2024-05-03;Carabayllo;Vendedor 18;laura.hernández@entel.pe;Sin promo;6792.24;0;6792.24
ENT2024-00509;Patricia;  Cruz  ;Oppo Reno10;Hogar Fibra 200Mbps;Hogar;2024-04-30;San Isidro;Vendedor 30;patricia.cruz@entel.pe;;1124.06;0.1;1011.65
ENT2024-00510;Marisol;Soto;iPhone 15;Hogar Fibra 500Mbps;Hogar;2024-06-10;  La Molina  ;Vendedor 32;marisol.soto@entel.pe;Sin promo;1014.76;0.2;811.81
ENT2024-00511;  Pedro  ;Chávez;iPhone 14;Postpago 50GB;Postpago;2024-02-16;Villa El Salvador;Vendedor 40;pedro.chávez@entel.pe;2x1 accesorios;2529.8;0.1;2276.82
ENT2024-00512;Patricia;  Ortega  ;Motorola Moto G54;Hogar Fibra 500Mbps;Empresa;2024-07-05;Miraflores;Vendedor 15;patricia.ortega2@entel.pe;Instalación gratis;4687.65;0.1;4218.88
ENT2024-00513;  Ricardo  ;Ortega;Laptop HP 15;Hogar Fibra 500Mbps;Empresa;2024-08-19;La Molina;Vendedor 07;ricardo.ortega2@entel.pe;;5502.32;0.1;4952.09
ENT2024-00514;Juan;  Medina  ;Samsung A54;Prepago 30GB;Empresa;2024-12-25;La Molina;Vendedor 03;juan.medina@entel.pe;Descuento 20%;7175.96;0;7175.96
ENT2024-00515;Laura;Flores;Tablet Samsung Tab A8;Hogar Fibra 200Mbps;Postpago;10/05/2024;  Villa El Salvador  ;Vendedor 13;laura.flores@entel.pe;Descuento 50% en 3 meses;2069.18;0;2069.18
ENT2024-00516;Jorge;Chávez;Motorola Moto G54;Hogar Fibra 500Mbps;Prepago;2024-06-22;La Molina;Vendedor 49;;Roaming gratis 1 mes;304.31;0.2;243.45
ENT2024-00517;  Carlos  ;Pizarro;Tablet Samsung Tab A8;Postpago 100GB;Hogar;2024-08-22;Surquillo;Vendedor 38;carlos.pizarro@entel.pe;Descuento 20%;1377.49;0.5;688.74
ENT2024-00518;Laura;  García  ;Oppo Reno10;Postpago 50GB;Hogar;2024-10-26;  Magdalena del Mar  ;Vendedor 33;laura.garcía@entel.pe;Descuento 20%;1537.24;0;1537.24
ENT2024-00519;  Agustín  ;Olivares;Xiaomi Redmi Note 13;Postpago Ilimitado;Postpago;2024-07-17;  Surquillo  ;Vendedor 39;agustín.olivares@entel.pe;Bonificación 50GB;2570.99;0.1;2313.89
ENT2024-00520;Patricia;Huaman;iPhone 14;Prepago 10GB;Empresa;2024-07-22;Carabayllo;Vendedor 19;patricia.huaman@entel.pe;Instalación gratis;4781.3;0.1;4303.17
ENT2024-00521;Andrés;Flores;iPhone 14;Prepago 30GB;Empresa;2024-12-30;El Agustino;Vendedor 36;andrés.flores@entel.pe;Descuento 50% en 3 meses;3460.15;0;3460.15
ENT2024-00522;  Carmen  ;  Díaz  ;Infinix Note 40;Prepago 30GB;Empresa;2024-12-10;Santiago de Surco;Vendedor 46;carmen.díaz2@entel.pe;Descuento 20%;3881.99;0;3881.99
ENT2024-00523;Patricia;  Vega  ;Router 5G Entel;Empresa 200GB;Postpago;2024-06-29;Cercado de Lima;Vendedor 31;patricia.vega@entel.pe;Roaming gratis 1 mes;2613.2;0.1;2351.88
ENT2024-00524;Emilio;Cruzado;Tablet Samsung Tab A8;;Hogar;2024-01-07;Lince;Vendedor 07;emilio.cruzado3@entel.pe;Sin promo;1454.37;0.2;1163.5
ENT2024-00525;Óscar;Vargas;Samsung Galaxy S24;;Prepago;2024-05-16;  Barranco  ;Vendedor 19;óscar.vargas@entel.pe;2x1 accesorios;200.11;0.1;180.1
ENT2024-00526;  Daniel  ;González;Router 5G Entel;Prepago 30GB;Prepago;2024-10-04;Miraflores;Vendedor 23;daniel.gonzález2@entel.pe;Instalación gratis;107.29;0.2;85.83
ENT2024-00527;Pedro;Luna;Tablet Samsung Tab A8;Prepago 10GB;Hogar;2024-05-01;Lince;Vendedor 45;pedro.luna@entel.pe;2x1 accesorios;1896.66;0.5;948.33
ENT2024-00528;Agustín;  Ponce  ;Samsung Galaxy S24;Hogar Fibra 200Mbps;Hogar;2024-08-01;  Surquillo  ;Vendedor 21;agustín.ponce@entel.pe;Sin promo;1765.25;0.1;1588.72
ENT2024-00529;  Juan  ;Cruzado;Huawei P60;Prepago 10GB;Hogar;2024-04-25;Villa María del Triunfo;Vendedor 46;juan.cruzado@entel.pe;Bonificación 50GB;1751.97;0;1751.97
ENT2024-00530;Nahuel;  Olivares  ;Oppo Reno10;Prepago 10GB;Prepago;2024-05-30;Pueblo Libre;Vendedor 12;nahuel.olivares2@entel.pe;Mes gratis;134.57;0;134.57
ENT2024-00531;Ana;Sánchez;Router 5G Entel;Postpago 100GB;Hogar;2024-01-21;Chorrillos;Vendedor 18;ana.sánchez@entel.pe;2x1 accesorios;876.12;0.1;788.51
ENT2024-00532;Andrés;Hernández;Infinix Note 40;Prepago 30GB;Postpago;18/06/2024;Pueblo Libre;Vendedor 46;andrés.hernández@entel.pe;Descuento 20%;1291.63;0.2;1033.3
ENT2024-00533;Carlos;Vargas;Samsung A54;Postpago 50GB;Empresa;2024-09-08;Ate;Vendedor 36;carlos.vargas@entel.pe;Bonificación 50GB;3801.7;0;3801.7
ENT2024-00534;Diego;Fajardo;Samsung A54;Prepago 10GB;Prepago;2024-09-23;  San Isidro  ;Vendedor 33;diego.fajardo2@entel.pe;Descuento 20%;426.09;0;426.09
ENT2024-00535;Gonzalo;Vega;Oppo Reno10;Hogar Fibra 200Mbps;Postpago;2024-06-27;Jesús María;Vendedor 14;gonzalo.vega@entel.pe;Bonificación 50GB;2069.62;0.5;1034.81
ENT2024-00536;Ricardo;Quispe;Huawei P60;Prepago 10GB;Hogar;2024-10-14;Villa María del Triunfo;Vendedor 01;ricardo.quispe@entel.pe;Mes gratis;1374.43;0;1374.43
ENT2024-00537;  Bruno  ;Benítez;Xiaomi 13T;Prepago 10GB;Prepago;2024-01-21;  Surquillo  ;Vendedor 21;bruno.benítez2@entel.pe;Roaming gratis 1 mes;469.89;0.5;234.94
ENT2024-00538;Jorge;  Huaman  ;Huawei P60;Prepago 30GB;Postpago;2024-09-21;San Juan de Lurigancho;Vendedor 33;jorge.huaman@entel.pe;Instalación gratis;2263.14;0.1;2036.83
ENT2024-00539;Laura;  López  ;Huawei P60;Prepago 10GB;Empresa;2024-09-20;  San Isidro  ;Vendedor 07;laura.lópez@entel.pe;Descuento 20%;3148.95;0.5;1574.48
ENT2024-00540;Marco;Vega;Oppo Reno10;Postpago 50GB;Postpago;2024-04-17;  Surquillo  ;Vendedor 41;marco.vega@entel.pe;Descuento 50% en 3 meses;2707.01;0.2;2165.61
ENT2024-00541;Emilio;Peña;Tablet Samsung Tab A8;Postpago 100GB;Prepago;2024-10-02;Los Olivos;Vendedor 48;emilio.pena2@entel.pe;Roaming gratis 1 mes;417.07;0.2;333.66
ENT2024-00542;Raquel;Martínez;Router 5G Entel;Postpago Ilimitado;Postpago;23/08/2024;  Los Olivos  ;Vendedor 22;raquel.martínez2@entel.pe;Sin promo;1864.8;0.5;932.4
ENT2024-00543;  Miguel  ;Martínez;Samsung Galaxy S24;Postpago Ilimitado;Empresa;2024-10-12;San Isidro;Vendedor 37;miguel.martínez@entel.pe;Descuento 50% en 3 meses;7036.38;0.1;6332.74
ENT2024-00544;  Paola  ;  Valdivia  ;iPhone 14;Hogar Fibra 500Mbps;Hogar;2024-08-09;  Carabayllo  ;Vendedor 02;paola.valdivia@entel.pe;Roaming gratis 1 mes;1731.03;0.1;1557.93
ENT2024-00545;  Emilio  ;  Torres  ;Oppo Reno10;Postpago 50GB;Postpago;2024-10-26;Miraflores;Vendedor 45;emilio.torres2@entel.pe;Mes gratis;1804.92;0;1804.92
ENT2024-00546;Raúl;  Paredes  ;iPhone 15;Prepago 30GB;Empresa;06/11/2024;  San Isidro  ;Vendedor 19;raúl.paredes@entel.pe;Instalación gratis;3837.62;0.5;1918.81
ENT2024-00547;Óscar;Chávez;Tablet Samsung Tab A8;Postpago 50GB;Hogar;2024-03-21;Cercado de Lima;Vendedor 15;óscar.chávez@entel.pe;Descuento 20%;1545.29;0.1;1390.76
ENT2024-00548;  Renzo  ;Chávez;Laptop HP 15;Prepago 30GB;Prepago;2024-06-01;Surquillo;Vendedor 47;renzo.chávez@entel.pe;Bonificación 50GB;293.37;0;293.37
ENT2024-00549;Juan;Ortega;Tablet Samsung Tab A8;Postpago Ilimitado;Postpago;2024-01-22;Lima;Vendedor 37;juan.ortega@entel.pe;Roaming gratis 1 mes;2172.71;0;2172.71
ENT2024-00550;Mónica;Ortega;iPhone 15;Prepago 30GB;Prepago;2024-06-25;San Borja;Vendedor 27;mónica.ortega2@entel.pe;Descuento 20%;378.94;0.1;341.05
ENT2024-00551;María;Sánchez;Motorola Moto G54;Prepago 30GB;Prepago;2024-02-28;  Barranco  ;Vendedor 43;maría.sánchez@entel.pe;Sin promo;490.45;0.1;441.4
ENT2024-00552;Nahuel;Ortega;;Postpago 100GB;Empresa;2024-12-09;San Isidro;Vendedor 17;nahuel.ortega2@entel.pe;Mes gratis;6723.26;0;6723.26
